"","session_id","child_id","stimulus_condition","trial_num","stimulus_set","uninformative_entities","response_exact_utterance","response_included_informative","response_included_uninformative","trial_id"
"78","d9752a9b-bac0-4bc7-ad57-b1b830e4b80b","6JGRCE","commonground",6,"cg_duck","DUCK LAKE","[points at screen] unintelligible; UH OHH; BALL BALL","TRUE","FALSE","d9752a9b-bac0-4bc7-ad57-b1b830e4b80b6"
"79","d9752a9b-bac0-4bc7-ad57-b1b830e4b80b","6JGRCE","agent_ambig",7,"ap_eat","BANANA DOG","[points at screen] unintelligible; NANA [points at screen]","FALSE","TRUE","d9752a9b-bac0-4bc7-ad57-b1b830e4b80b7"
"80","d9752a9b-bac0-4bc7-ad57-b1b830e4b80b","6JGRCE","patient_ambig",8,"ap_drink","BABY JUICE","UH OH [points at screen] BA BA","FALSE","TRUE","d9752a9b-bac0-4bc7-ad57-b1b830e4b80b8"
"81","0dfcb479-5f51-4bbd-afe0-aab50cddbde5","CUKA4P","patient_ambig",8,"ap_drink","BABY JUICE","A BABY","FALSE","TRUE","0dfcb479-5f51-4bbd-afe0-aab50cddbde58"
"82","c04b08ef-3c69-4acb-860d-834820013675","CC5KWU","commonground",3,"cg_duck","DUCK LAKE","[child screems] QUACK QUACK QUACK; QUACK QUACK; QUACK QUACK; QUACK QUACK; QUACK","FALSE","TRUE","c04b08ef-3c69-4acb-860d-8348200136753"
"83","c3630c34-da54-47a2-a81d-32b5d9e27bd0","MJXSZU","patient_ambig",8,"ap_eat","CAT APPLE","BANA, unintelligible, BITE","TRUE","FALSE","c3630c34-da54-47a2-a81d-32b5d9e27bd08"
"84","3f204949-11fa-4368-9e32-609ac00a2812","dLRK35","commonground",3,"cg_duck","DUCK LAKE","DUCKS; [points at screen] SKIP","TRUE","TRUE","3f204949-11fa-4368-9e32-609ac00a28123"
"85","13f7a4c5-d4f2-4334-8291-f983fa1ac66b","6QGLYX","patient_ambig",4,"ap_drink","BIRD MILK","unintelligible; ANIMAL","FALSE","TRUE","13f7a4c5-d4f2-4334-8291-f983fa1ac66b4"
"86","13f7a4c5-d4f2-4334-8291-f983fa1ac66b","6QGLYX","agent_ambig",5,"ap_eat","CAT APPLE","ANIMAL, SEE MOMMY; ANIMAL","TRUE","TRUE","13f7a4c5-d4f2-4334-8291-f983fa1ac66b5"
"87","13f7a4c5-d4f2-4334-8291-f983fa1ac66b","6QGLYX","commonground",6,"cg_bear","BEAR ROOM","ANIMAL","FALSE","TRUE","13f7a4c5-d4f2-4334-8291-f983fa1ac66b6"
"88","13f7a4c5-d4f2-4334-8291-f983fa1ac66b","6QGLYX","agent_ambig",7,"ap_drink","BIRD MILK","EYES; ANIMAL","FALSE","TRUE","13f7a4c5-d4f2-4334-8291-f983fa1ac66b7"
"89","13f7a4c5-d4f2-4334-8291-f983fa1ac66b","6QGLYX","patient_ambig",8,"ap_eat","CAT APPLE","CLOSED EYES, ANIMAL","FALSE","TRUE","13f7a4c5-d4f2-4334-8291-f983fa1ac66b8"
"90","0be04d55-e52e-48aa-a6e5-1b1acbe241d5","LDGZBG","agent_ambig",5,"ap_eat","CAT APPLE","APPLE; unintelligible","FALSE","TRUE","0be04d55-e52e-48aa-a6e5-1b1acbe241d55"
"91","0be04d55-e52e-48aa-a6e5-1b1acbe241d5","LDGZBG","agent_ambig",7,"ap_drink","BIRD MILK","BABY; unintelligible","TRUE","FALSE","0be04d55-e52e-48aa-a6e5-1b1acbe241d57"
"92","0be04d55-e52e-48aa-a6e5-1b1acbe241d5","LDGZBG","patient_ambig",8,"ap_eat","CAT APPLE","APPLE X3, BANANA","TRUE","TRUE","0be04d55-e52e-48aa-a6e5-1b1acbe241d58"
"93","6d5865e2-f106-4453-8d34-e04a5cf918a3","TD4dMU","commonground",3,"cg_duck","DUCK LAKE","BIRDIE; [mom says ball]; unintelligible","FALSE","TRUE","6d5865e2-f106-4453-8d34-e04a5cf918a33"
"94","6d5865e2-f106-4453-8d34-e04a5cf918a3","TD4dMU","patient_ambig",4,"ap_drink","BIRD MILK","BIRDIE","FALSE","TRUE","6d5865e2-f106-4453-8d34-e04a5cf918a34"
"95","6d5865e2-f106-4453-8d34-e04a5cf918a3","TD4dMU","agent_ambig",7,"ap_drink","BIRD MILK","BIRDIE; [mom says baby]; BABY BIRD GO; [mom says drink]","FALSE","TRUE","6d5865e2-f106-4453-8d34-e04a5cf918a37"
"96","adc2a1da-0033-4f57-b81a-d907c6862381","6NTAMD","patient_ambig",4,"ap_drink","BIRD MILK","BIRD; A BOUNCE","FALSE","TRUE","adc2a1da-0033-4f57-b81a-d907c68623814"
"97","adc2a1da-0033-4f57-b81a-d907c6862381","6NTAMD","patient_ambig",8,"ap_eat","CAT APPLE","TV; [mom: ""Did the cat do something?""], YEAH A BANA; unintelligible","TRUE","FALSE","adc2a1da-0033-4f57-b81a-d907c68623818"
"98","aad7eab3-841f-4dac-909f-1e6b5ddadddd","LMLU24","commonground",3,"cg_duck","DUCK LAKE","SAW A DUCK; [mom: and then what happened? what happened after the duck? what was next to the lake? what was next to the duck]; IN THE CAR SEAT X2","FALSE","TRUE","aad7eab3-841f-4dac-909f-1e6b5ddadddd3"
"99","aad7eab3-841f-4dac-909f-1e6b5ddadddd","LMLU24","agent_ambig",5,"ap_eat","CAT APPLE","I SEE A APPLE X2; I SEE A DUCK X2; DONE","TRUE","TRUE","aad7eab3-841f-4dac-909f-1e6b5ddadddd5"
"100","aad7eab3-841f-4dac-909f-1e6b5ddadddd","LMLU24","commonground",6,"cg_bear","BEAR ROOM","I SEE A BEAR X3; CLOSE THE EYES; I LOOKING X2","FALSE","TRUE","aad7eab3-841f-4dac-909f-1e6b5ddadddd6"
"101","aad7eab3-841f-4dac-909f-1e6b5ddadddd","LMLU24","patient_ambig",8,"ap_eat","CAT APPLE","APPLE; BOW ON X5 [referring to hair]; CLOSE A EYES; A BEAR; I SAW A BEAR","FALSE","TRUE","aad7eab3-841f-4dac-909f-1e6b5ddadddd8"
"102","cb86ca76-de0a-4d45-9dfe-38a1808a523b","SP4Sc2","commonground",3,"cg_duck","DUCK LAKE","BALL BALL; BALL MAMA BALL","TRUE","FALSE","cb86ca76-de0a-4d45-9dfe-38a1808a523b3"
"103","6efa607c-2c90-4e5a-b71e-5270d589b04b","DDRPSP","agent_ambig",5,"ap_eat","CAT APPLE","APPLE x3; [points at screen] APPLES; EAT; HE EAT","TRUE","TRUE","6efa607c-2c90-4e5a-b71e-5270d589b04b5"
"104","4405c509-85ef-4e9e-bdef-19bc1f2523fb","KXRE7X","commonground",3,"cg_duck","DUCK LAKE","DADA; DUCK; CACA; [points at screen]","FALSE","TRUE","4405c509-85ef-4e9e-bdef-19bc1f2523fb3"
"105","4405c509-85ef-4e9e-bdef-19bc1f2523fb","KXRE7X","agent_ambig",7,"ap_drink","BIRD MILK","BABY [points at screen]; DADA","TRUE","FALSE","4405c509-85ef-4e9e-bdef-19bc1f2523fb7"
"106","4405c509-85ef-4e9e-bdef-19bc1f2523fb","KXRE7X","patient_ambig",8,"ap_eat","CAT APPLE","AMA; [points at screen] NANA; [points at screen] unintelligible","TRUE","FALSE","4405c509-85ef-4e9e-bdef-19bc1f2523fb8"
"107","e66a745b-b03a-4305-b145-5b7bdec18831","E4HXVT","commonground",3,"cg_duck","DUCK LAKE","PARK","FALSE","TRUE","e66a745b-b03a-4305-b145-5b7bdec188313"
"108","10a8d53e-016a-477f-a7ee-e71d430b3d8d","2WDNKc","patient_ambig",4,"ap_drink","BIRD MILK","A BIRD X2; BIRD; [did the bird do something?] I KNOW X2","FALSE","TRUE","10a8d53e-016a-477f-a7ee-e71d430b3d8d4"
"109","10a8d53e-016a-477f-a7ee-e71d430b3d8d","2WDNKc","agent_ambig",5,"ap_eat","CAT APPLE","unintelligble; [clicks tongue a lot]; [mom says dog and cat]","TRUE","FALSE","10a8d53e-016a-477f-a7ee-e71d430b3d8d5"
"110","10a8d53e-016a-477f-a7ee-e71d430b3d8d","2WDNKc","agent_ambig",7,"ap_drink","BIRD MILK","[clicks tongue A LOT]; CUP; WATER","TRUE","TRUE","10a8d53e-016a-477f-a7ee-e71d430b3d8d7"
"111","10a8d53e-016a-477f-a7ee-e71d430b3d8d","2WDNKc","patient_ambig",8,"ap_eat","CAT APPLE","[clicks tongue A LOT]","TRUE","FALSE","10a8d53e-016a-477f-a7ee-e71d430b3d8d8"
"112","22849b25-86cc-45cf-ba92-9060f76a247c","XMRDRc","patient_ambig",4,"ap_drink","BIRD MILK","UH OH; BIRD X3; UH OH","FALSE","TRUE","22849b25-86cc-45cf-ba92-9060f76a247c4"
"113","e7005166-91bb-4b31-9a32-6aa63252da1a","KPUTc7","agent_ambig",5,"ap_eat","CAT APPLE","APPLE X3; unintelligible","FALSE","TRUE","e7005166-91bb-4b31-9a32-6aa63252da1a5"
"114","66a94734-d8cf-4124-81dd-292035cc2fe2","7A3LRJ","commonground",3,"cg_duck","DUCK LAKE","BABY X6","FALSE","TRUE","66a94734-d8cf-4124-81dd-292035cc2fe23"
"115","60318710-7269-4a46-aefe-0a153a19ff2a","57RE75","commonground",3,"cg_duck","DUCK LAKE","BALL X5","TRUE","FALSE","60318710-7269-4a46-aefe-0a153a19ff2a3"
"116","0a5eac09-0d24-4f1f-8bfe-3bdead4bd315","5N2KZ3","commonground",3,"cg_bear","BEAR ROOM","BEAR; BEAR","FALSE","TRUE","0a5eac09-0d24-4f1f-8bfe-3bdead4bd3153"
"117","0a5eac09-0d24-4f1f-8bfe-3bdead4bd315","5N2KZ3","commonground",6,"cg_duck","DUCK LAKE","DUCKS","FALSE","TRUE","0a5eac09-0d24-4f1f-8bfe-3bdead4bd3156"
"118","0a5eac09-0d24-4f1f-8bfe-3bdead4bd315","5N2KZ3","agent_ambig",8,"ap_drink","BIRD MILK","DUCKS; DUCKS; DUCK","FALSE","TRUE","0a5eac09-0d24-4f1f-8bfe-3bdead4bd3158"
"119","b24aa5e7-fa49-4dfa-ad28-3b347c977f85","CBScHD","agent_ambig",8,"ap_drink","BIRD MILK","BABY; BABY; EYES; WHY; unintelligible","TRUE","FALSE","b24aa5e7-fa49-4dfa-ad28-3b347c977f858"
"120","4a233043-64c1-439d-afb3-d3f9a99b5b6a","MBYF6B","commonground",3,"cg_bear","BEAR ROOM","unintelligible SHOES; THE SHOES X2 [mom said bear and shoes] YA","TRUE","FALSE","4a233043-64c1-439d-afb3-d3f9a99b5b6a3"
"121","4a233043-64c1-439d-afb3-d3f9a99b5b6a","MBYF6B","agent_ambig",4,"ap_eat","CAT APPLE","WHERE IT GO; GO; APPLE [mom said apple] APPLE X3","FALSE","TRUE","4a233043-64c1-439d-afb3-d3f9a99b5b6a4"
"122","4a233043-64c1-439d-afb3-d3f9a99b5b6a","MBYF6B","commonground",6,"cg_duck","DUCK LAKE","DUCKS [points at screen]; DUCKS [points at screen];","FALSE","TRUE","4a233043-64c1-439d-afb3-d3f9a99b5b6a6"
"123","bb334468-12a3-4c43-8a94-71cc5a1257fa","EC7XHJ","commonground",3,"cg_bear","BEAR ROOM","THE BEAR [mom says, ""What happened to the bear?""] [points at screen]","FALSE","TRUE","bb334468-12a3-4c43-8a94-71cc5a1257fa3"
"124","bb334468-12a3-4c43-8a94-71cc5a1257fa","EC7XHJ","patient_ambig",7,"ap_eat","CAT APPLE","MAMA unintelligible; BAN [mom says, ""Banana?""] BANANA","TRUE","FALSE","bb334468-12a3-4c43-8a94-71cc5a1257fa7"
"125","bb334468-12a3-4c43-8a94-71cc5a1257fa","EC7XHJ","agent_ambig",8,"ap_drink","BIRD MILK","BABY X2 [mom say's ""Baby?""]","TRUE","FALSE","bb334468-12a3-4c43-8a94-71cc5a1257fa8"
"126","fd9a6130-5f20-4f34-a3bc-ff9ae51e4385","6YcSKY","patient_ambig",5,"ap_drink","BIRD MILK","BIRD [mom says, ""You saw a bird? What was the bird doing?""] TEET TEET; [sibling says, ""Did the bird tweet? Did he drink apple juice?""] YA YA","FALSE","TRUE","fd9a6130-5f20-4f34-a3bc-ff9ae51e43855"
"127","60ba5c4b-e0dd-4475-a3a4-bc289ff029e6","E3TcFF","commonground",3,"cg_bear","BEAR ROOM","A BEAR unintelligible; I DON'T KNOW","FALSE","TRUE","60ba5c4b-e0dd-4475-a3a4-bc289ff029e63"
"128","60ba5c4b-e0dd-4475-a3a4-bc289ff029e6","E3TcFF","agent_ambig",4,"ap_eat","CAT APPLE","DOG unintelligible","TRUE","FALSE","60ba5c4b-e0dd-4475-a3a4-bc289ff029e64"
"129","60ba5c4b-e0dd-4475-a3a4-bc289ff029e6","E3TcFF","commonground",6,"cg_duck","DUCK LAKE","OH BLUE; OH BALL WOW THE BALL","TRUE","FALSE","60ba5c4b-e0dd-4475-a3a4-bc289ff029e66"
"130","60ba5c4b-e0dd-4475-a3a4-bc289ff029e6","E3TcFF","agent_ambig",8,"ap_drink","BIRD MILK","A BABY unintelligible","TRUE","FALSE","60ba5c4b-e0dd-4475-a3a4-bc289ff029e68"
"131","de0f6bbe-2456-4ac7-917d-a8d074f4eea7","M5DU3N","commonground",3,"cg_bear","BEAR ROOM","[points at screen] BEAR I DON'T KNOW","FALSE","TRUE","de0f6bbe-2456-4ac7-917d-a8d074f4eea73"
"132","de0f6bbe-2456-4ac7-917d-a8d074f4eea7","M5DU3N","patient_ambig",7,"ap_eat","CAT APPLE","unintelligible APPLE","FALSE","TRUE","de0f6bbe-2456-4ac7-917d-a8d074f4eea77"
"133","366d6698-1b4d-488f-956a-b1adce67447a","BWNDWZ","commonground",3,"cg_bear","BEAR ROOM","I SEE A BEAR; unintelligible A BEAR","FALSE","TRUE","366d6698-1b4d-488f-956a-b1adce67447a3"
"134","9f871c14-71b0-48a6-90e1-33d91746eba4","27BDKN","patient_ambig",5,"ap_drink","BIRD MILK","WHAT HAPPENED TO BIRD; MOMMY WHAT HAPPENED TO BIRD","FALSE","TRUE","9f871c14-71b0-48a6-90e1-33d91746eba45"
"135","9f871c14-71b0-48a6-90e1-33d91746eba4","27BDKN","commonground",6,"cg_duck","DUCK LAKE","MOMMY WHAT HAPPENED; WHAT HAPPENED TO DOGGY; WHAT HAPPENED TO DUCK; unintelligible","FALSE","TRUE","9f871c14-71b0-48a6-90e1-33d91746eba46"
"136","9f871c14-71b0-48a6-90e1-33d91746eba4","27BDKN","patient_ambig",7,"ap_eat","CAT APPLE","[points at screen]; WHAT HAPPENED WITH CAT; MOMMY MOMMY WHAT HAPPENED TO DOG","FALSE","TRUE","9f871c14-71b0-48a6-90e1-33d91746eba47"
"137","e4f23653-0e21-4579-a153-7749bd5a2b59","CN4G44","agent_ambig",4,"ap_eat","CAT APPLE","DOG; DOG unintelligible; DOG","TRUE","FALSE","e4f23653-0e21-4579-a153-7749bd5a2b594"
"138","f3fd0e7f-1ac7-4571-a936-e7efea9338e1","3Vc2SV","agent_ambig",8,"ap_drink","BIRD MILK","BABY; BABY","TRUE","FALSE","f3fd0e7f-1ac7-4571-a936-e7efea9338e18"
"139","0dc8619f-0539-4dcd-9bd4-dbc0303e40ca","XZ552d","commonground",3,"cg_bear","BEAR ROOM","unintelligible; SHOES X2","TRUE","FALSE","0dc8619f-0539-4dcd-9bd4-dbc0303e40ca3"
"140","0dc8619f-0539-4dcd-9bd4-dbc0303e40ca","XZ552d","agent_ambig",4,"ap_eat","CAT APPLE","APPLE; [mom says apple] APPLE X2","FALSE","TRUE","0dc8619f-0539-4dcd-9bd4-dbc0303e40ca4"
"141","0dc8619f-0539-4dcd-9bd4-dbc0303e40ca","XZ552d","patient_ambig",7,"ap_eat","CAT APPLE","APPLE","FALSE","TRUE","0dc8619f-0539-4dcd-9bd4-dbc0303e40ca7"
"142","7b133cb4-10c2-4e9d-84ae-824fc23469c9","3XGCB5","patient_ambig",7,"ap_eat","CAT APPLE","GOGO X3; MEOW","FALSE","TRUE","7b133cb4-10c2-4e9d-84ae-824fc23469c97"
"143","d2e79449-3c84-4a54-ba1e-cf5cc3b15172","MQ2EFX","commonground",3,"cg_bear","BEAR ROOM","BEAR; BEAR COME IN; [what did the bear do?] BEAR IN A ROOM; BEAR CLOSE YOUR EYES","FALSE","TRUE","d2e79449-3c84-4a54-ba1e-cf5cc3b151723"
"144","d2e79449-3c84-4a54-ba1e-cf5cc3b15172","MQ2EFX","agent_ambig",4,"ap_eat","CAT APPLE","unintellige; AND A CAT EAT A APPLE","TRUE","TRUE","d2e79449-3c84-4a54-ba1e-cf5cc3b151724"
"145","d2e79449-3c84-4a54-ba1e-cf5cc3b15172","MQ2EFX","patient_ambig",5,"ap_drink","BIRD MILK","unintelligible; WHAT HAPPENED TO BIRDIE GO; BIRDIE X3","FALSE","TRUE","d2e79449-3c84-4a54-ba1e-cf5cc3b151725"
"146","cfef343e-cd6d-42d8-b3b7-b60da59deb3d","RH2FDN","commonground",3,"cg_bear","BEAR ROOM","BEAR; SHOES","TRUE","TRUE","cfef343e-cd6d-42d8-b3b7-b60da59deb3d3"
"147","cfef343e-cd6d-42d8-b3b7-b60da59deb3d","RH2FDN","agent_ambig",4,"ap_eat","CAT APPLE","KITTY KAT DOG","TRUE","TRUE","cfef343e-cd6d-42d8-b3b7-b60da59deb3d4"
"148","cfef343e-cd6d-42d8-b3b7-b60da59deb3d","RH2FDN","patient_ambig",5,"ap_drink","BIRD MILK","BIRD","FALSE","TRUE","cfef343e-cd6d-42d8-b3b7-b60da59deb3d5"
"149","cfef343e-cd6d-42d8-b3b7-b60da59deb3d","RH2FDN","commonground",6,"cg_duck","DUCK LAKE","DUCK LAKE","FALSE","TRUE","cfef343e-cd6d-42d8-b3b7-b60da59deb3d6"
"150","c5923aa2-cd21-4d09-874d-a67e654c3df8","E7MQWY","commonground",3,"cg_bear","BEAR ROOM","BEAR","FALSE","TRUE","c5923aa2-cd21-4d09-874d-a67e654c3df83"
"151","f2a6b86a-9813-4bfd-91f8-2bf9e72f9cc8","dQEN3Y","commonground",3,"cg_bear","BEAR ROOM","SEE; SHOES","TRUE","FALSE","f2a6b86a-9813-4bfd-91f8-2bf9e72f9cc83"
"152","dea05905-bebb-4150-bc85-d09f04e1981f","463QUK","agent_ambig",4,"ap_eat","CAT APPLE","GATO","FALSE","TRUE","dea05905-bebb-4150-bc85-d09f04e1981f4"
"153","dea05905-bebb-4150-bc85-d09f04e1981f","463QUK","commonground",6,"cg_duck","DUCK LAKE","BEBE X3 BEBE PATO","FALSE","TRUE","dea05905-bebb-4150-bc85-d09f04e1981f6"
"154","dea05905-bebb-4150-bc85-d09f04e1981f","463QUK","patient_ambig",7,"ap_eat","CAT APPLE","unintelligible;  EL GATO; TOTO","TRUE","TRUE","dea05905-bebb-4150-bc85-d09f04e1981f7"
"155","dea05905-bebb-4150-bc85-d09f04e1981f","463QUK","agent_ambig",8,"ap_drink","BIRD MILK","ESTA AHI X3; BEBE","TRUE","FALSE","dea05905-bebb-4150-bc85-d09f04e1981f8"
"156","3200a14e-1180-410e-a545-5fbb0f3328c9","LDP24c","commonground",3,"cg_bear","BEAR ROOM","unintelligible; ALL DOORS OPEN; I SEE IT; BEAR unintelligible; BEARS LOST","FALSE","TRUE","3200a14e-1180-410e-a545-5fbb0f3328c93"
"157","3200a14e-1180-410e-a545-5fbb0f3328c9","LDP24c","agent_ambig",4,"ap_eat","CAT APPLE","THE APPLE IS BROKEN YA","FALSE","TRUE","3200a14e-1180-410e-a545-5fbb0f3328c94"
"158","3200a14e-1180-410e-a545-5fbb0f3328c9","LDP24c","patient_ambig",5,"ap_drink","BIRD MILK","WHAT HAPPENED; unintelligible; THE BIRDY IS BROKEN","FALSE","TRUE","3200a14e-1180-410e-a545-5fbb0f3328c95"
"159","3200a14e-1180-410e-a545-5fbb0f3328c9","LDP24c","commonground",6,"cg_duck","DUCK LAKE","WHAT HAPPENED unintelligible; THE STORY x3; unintelligible; WHAT HAPPENED; I DON'T KNOW; unintelligible BRAKEN THE BIRDY; THE DOOR x3","FALSE","TRUE","3200a14e-1180-410e-a545-5fbb0f3328c96"
"160","3200a14e-1180-410e-a545-5fbb0f3328c9","LDP24c","patient_ambig",7,"ap_eat","CAT APPLE","THE BIRDY; NO THE DOOR; unintelligible; APPLE; BANANA BROKEN x2","TRUE","TRUE","3200a14e-1180-410e-a545-5fbb0f3328c97"
"161","3200a14e-1180-410e-a545-5fbb0f3328c9","LDP24c","agent_ambig",8,"ap_drink","BIRD MILK","THE BIRDY THE BABY; THE BABY DRINK THE MILK; THE MILK MILKY","TRUE","TRUE","3200a14e-1180-410e-a545-5fbb0f3328c98"
"162","80417762-eeb4-4e22-b204-0885aeac7f99","YHA4Uc","commonground",6,"cg_duck","DUCK LAKE","[points at screen] DUCK","FALSE","TRUE","80417762-eeb4-4e22-b204-0885aeac7f996"
