,"session_id","family_id","child_id","age_in_days","gender","response_date_created","response_completed","response_withdrawn","response_eligibility","parent_feedback","birthdate_difference","video_privacy","response_databrary","response_is_preview","language_list","condition_list","additional_information","session_order","to_code","exclusion_reason","coder","is_coded","notes"
"85","1d2780fe-fe8d-4200-a83d-9ac12de5df74","UHXTPL","HAB2DH",510,"f","2024-02-04 20:03:28","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en","NA","NA",,"n","did not do test trials",,,
"86","3f96301d-82ca-4022-badf-7fe40434f8a3","UHXTPL","HAB2DH",510,"f","2024-02-04 20:07:26","TRUE","FALSE","Eligible","there was a ""return to fullscreen"" green bar across the videos. I thought I was in full screen",0,"private","no","FALSE","en","NA","NA",,,,,,
"87","0be04d55-e52e-48aa-a6e5-1b1acbe241d5","7XMH3C","LDGZBG",600,"f","2024-02-04 22:21:39","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en ja","NA","NA",,,,,,
"88","9aa0d991-ffd5-4e7f-9ba8-ef03f5ec31fa","NRDQ2K","UJcNAE",720,"f","2024-02-05 15:30:43","TRUE","FALSE","Eligible","NA",0,"public","yes","FALSE","en","NA","NA",,,,,,
"89","e4f23653-0e21-4579-a153-7749bd5a2b59","PK77FS","CN4G44",570,"f","2024-02-05 16:34:34","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"90","6d5865e2-f106-4453-8d34-e04a5cf918a3","CRQcdX","TD4dMU",630,"f","2024-02-05 16:38:16","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"91","a973613f-2e35-4c7f-8c97-5ee4c477b4b8","K6P7B4","KBM5EL",420,"f","2024-02-05 17:37:14","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en cmn","NA","NA",,"n","did not do test trials",,,
"92","b1c75338-e1de-4c1b-a65e-a7a81b6837aa","K6P7B4","KBM5EL",420,"f","2024-02-05 17:40:33","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en cmn","NA","NA",,"n","this is an extra session of a child and I can’t be sure that they didn’t already see the same stimuli that they saw in an earlier session ",,,
"93","5fc56067-4958-4a41-8b38-83396d0ecbcf","K6P7B4","KBM5EL",420,"f","2024-02-05 17:48:09","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en cmn","NA","NA",,,,,,
"94","89e0b7e1-4c34-48e1-9c82-20c45cbd34b5","HNVNLS","NScKUV",570,"f","2024-02-05 19:14:03","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"95","039ea989-8d86-4bdc-a30a-e748852b48a5","P4CTVZ","XSKFZY",450,"f","2024-02-05 20:36:34","TRUE","FALSE","Eligible","NA",0,"private","no","FALSE","en","NA","n/a",,,,,,
"96","554f7d51-ffe6-4dff-8028-46a2fd9f9cb6","MH74GM","QXZXYT",600,"f","2024-02-05 20:47:42","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en vi","NA","NA",,,,,,
"97","3b442f4e-4c81-43fc-ab60-f9b7be4f83ef","AALKZZ","UMMJGB",630,"f","2024-02-06 16:56:16","TRUE","FALSE","Eligible","NA",0,"private","no","FALSE","en","NA","NA",,,,,,
"98","b50869fb-bf5e-406f-971f-966f32093f3d","3V6PH6","GQG35Z",570,"f","2024-02-06 22:48:46","TRUE","FALSE","Eligible","NA",0,"private","no","FALSE","en","NA","NA",,,,,,
"99","c780f96f-c392-41b0-a70e-3c0ab9610534","LFGQCX","MG25SX",690,"f","2024-02-06 23:45:51","TRUE","FALSE","Eligible","she is very verbal but didnt want to talk today. i'm an slp. maybe would help to list all prompts or not show the curtains she was distracted by that",1,"private","yes","FALSE","en","NA","NA",,,,,,
"100","84e02993-5cdf-4d6d-a6d5-bc1830d7e106","A3XT7J","KW22YW",510,"f","2024-02-07 19:18:56","TRUE","FALSE","Eligible","NA",1,"private","yes","FALSE","en ur","NA","NA",,,,,,
"101","8b8e595f-769f-44bf-b54c-fb5c51087ef0","RGHUDY","FZ7UTH",480,"f","2024-02-08 14:00:17","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en ur","NA","NA",,,,,,
"102","5b47eb05-ec99-4d53-98fa-50787f1aec82","TLSAMF","2DD7BE",450,"f","2024-02-08 16:23:25","TRUE","FALSE","Eligible","NA",0,"private","no","FALSE","en","NA","NA",,,,,,
"103","4cba0dbc-d4df-481a-9bae-a7307f9ef1be","5EUXHc","KNV5X7",570,"m","2024-02-08 16:31:15","TRUE","FALSE","Eligible","NA",1,"private","yes","FALSE","en es","NA","NA",,,,,,
"104","2e870b4e-cc0a-42c6-b38c-0028544f0530","J5MJ22","PQAZBQ",570,"f","2024-02-08 16:48:53","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"105","c29ac423-7893-410c-9fe6-ddeb997bd45f","ETQN46","ETSPPR",570,"m","2024-02-08 23:02:14","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en","NA","NA",,"n","did not do test trials",,,
"106","9f5829d0-67d9-4a24-b455-617ff326f76a","QDPFL3","53AHSF",540,"f","2024-02-09 13:59:34","TRUE","FALSE","Eligible","Video upload time was too long and baby got distracted. Also she's not really speaking yet so she may not have been a good subject for this study.",0,"scientific","yes","FALSE","en ms cmn","NA","NA",,,,,,
"107","39bcd10a-541e-47be-ba6b-d934867fd2db","J5MJ22","PQAZBQ",570,"f","2024-02-09 15:18:32","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en","NA","NA",,"n","did not do test trials",,,
"108","31e2ad50-5e01-4a49-a8ad-4055520e8f54","JdWX6M","CUKA4P",570,"f","2024-02-09 17:28:26","TRUE","FALSE","Eligible","not as well as I thought it would go. Raelynn was not happy during the study.",0,"private","no","FALSE","en","NA","NA",,,,,,
"109","9e8db23b-24c2-42ff-84f2-24e9ddd225c4","VWc3FY","dQEN3Y",540,"f","2024-02-09 23:24:02","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en ru uk","NA","NA",,,,,,
"110","a47a6813-e51f-4662-b85a-9130f692cd5a","MNW2CE","W4UFWZ",570,"m","2024-02-10 01:28:06","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en","NA","NA",,,,,,
"111","bbfe4b79-4a77-46d0-8d94-fb1b9e477df8","K5QWBV","GcXPLX",600,"f","2024-02-10 13:16:32","TRUE","FALSE","Eligible","She got distracted by the curtain and the green button when it was time to tell me the story. Maybe a dark screen?",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"112","c0610957-c033-4111-8961-acc5c5a17c04","NMCNGX","NLSPNC",630,"m","2024-02-10 21:54:26","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en es","NA","Home language also includes Hungarian (not listed as a language option)",,"n","did not do test trials",,,
"113","9ff0e7b4-9727-4add-a9fb-d78d33632c25","cY4ZXX","EKXNKJ",450,"m","2024-02-11 18:15:50","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en yue","NA","NA",,,,,,
"114","ca95f401-ac27-4fc6-aaf3-556a2e863ea8","5H2E27","52dCCY",600,"f","2024-02-11 20:33:56","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en es","NA","NA",,,,,,
"115","69fd77b9-da0b-4047-9adf-c4001e87495a","FdcB5Z","cSYL2C",600,"m","2024-02-11 21:03:55","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","It’s also exposed to the Marshallese language",,,,,,
"116","251be811-b713-464e-b957-ca5ea7d7e72a","3CMFFY","MLQ2Pc",660,"m","2024-02-12 16:30:35","TRUE","FALSE","Eligible","went well!",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"117","3f61a815-8350-46cf-a368-3a6726fa0b37","XCGGdD","5P4d4Y",660,"m","2024-02-12 17:57:41","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"118","c9781c1f-6b56-4283-aeea-9e9f7237a66b","J5GFM6","XLZJR5",510,"m","2024-02-12 18:11:23","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en ja es","NA","NA",,,,,,
"119","f3fd0e7f-1ac7-4571-a936-e7efea9338e1","HLAXUK","3Vc2SV",540,"f","2024-02-12 20:14:46","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en cmn","NA","NA",,,,,,
"120","1b41096c-d54e-4ced-8cc7-73450726762e","GBdD7J","S26HJV",510,"m","2024-02-12 22:33:26","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en es","NA","NA",,,,,,
"121","adc2a1da-0033-4f57-b81a-d907c6862381","FCHKAV","6NTAMD",600,"m","2024-02-12 23:56:39","TRUE","FALSE","Eligible","He normally talks extremely well but wasn't interested in the study",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"122","e52b7047-5244-4e7b-adca-5fcaab639179","NSRA5c","TcVA5U",660,"m","2024-02-13 14:01:25","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"123","da64a33c-cf8f-400e-a9b9-ad025377517f","dCBZG4","GDTZHZ",630,"m","2024-02-13 14:05:14","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en","NA","NA",,"n","did not do test trials",,,
"124","aad7eab3-841f-4dac-909f-1e6b5ddadddd","W2YFV4","LMLU24",600,"f","2024-02-14 00:33:00","TRUE","FALSE","Eligible","I wonder if the results may have been different if real-world images had been used instead of cartoons! Might be an interesting variation. Thanks for letting us participate in the study!",0,"public","yes","FALSE","en","NA","Child is very verbally advanced for her age. As of the time of writing (November 2023) child is 16 months old, has a vocabulary of over 500 words, and can already communicate in 4-word sentences.",,,,,,
"125","2b03b832-9f9f-464a-b0ae-c5e924a45083","56MF3N","U74LCY",600,"m","2024-02-14 15:40:55","TRUE","FALSE","Eligible","NA",-1,"private","no","FALSE","en","NA","NA",,,,,,
"126","c2b693ce-7b3c-4c54-91c3-793e54f1cebd","444EVA","SAXAFH",660,"m","2024-02-14 20:12:43","TRUE","FALSE","Eligible","NA",0,"scientific","no","FALSE","en es","NA","NA",,,,,,
"127","63d2f9cf-f146-44ef-aa44-4609f28b3863","K6P7B4","KBM5EL",450,"f","2024-02-14 21:29:12","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en cmn","NA","NA",,"n","did not do test trials",,,
"128","dac4e2c3-7abc-42ea-91f7-fb2a32613424","4US6ER","DGFS4Z",660,"m","2024-02-15 17:17:36","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en","NA","NA",,,,,,
"129","9668a455-fed1-4c6e-bf01-f71c3568e574","SDBF7E","ZEEE4K",450,"m","2024-02-15 19:15:07","TRUE","FALSE","Eligible","NA",-1,"scientific","yes","FALSE","en","NA","NA",,,,,,
"130","08e5efc9-d7d6-4e3e-8f17-25b539993159","QKFBYE","NUHcQ4",660,"m","2024-02-16 13:41:50","TRUE","FALSE","Eligible","That was fun! He was repeating most of the words as the video was playing but then when I asked what had happened he was more concerned about where everything went. Cool study!",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"131","5d10aa85-1211-4e92-91db-c74e124825c0","M47AcU","Dd5Q2F",450,"f","2024-02-16 20:25:17","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en","NA","NA",,"n","did not do test trials",,,
"132","8e4274ce-c0a2-4b4a-95d6-012952a8c379","TLZL67","PSJP5B",480,"f","2024-02-16 21:15:34","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en es","NA","NA",,,,,,
"133","8fcc113b-6e25-4419-ad07-7ee1cc1e389d","EDCJJG","cJABEU",480,"f","2024-02-17 21:06:17","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en pt","NA","NA",,,,,,
"134","8214ed88-3964-4329-ab87-b1ae70265e41","UMAXRJ","dKFE2V",600,"m","2024-02-17 21:20:12","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en ja","NA","Ian is 1/4 Japanese. His mother is biculturally half japanese, half american and raised in Japan, so we aspire to raise Ian as identifying Japanese as well.",,,,,,
"135","21fbfa1a-90ef-4f59-99be-15fd606bd81e","27UENW","L2NWDT",660,"f","2024-02-17 21:43:42","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","She is exposed to Bulgarian everyday as well as English",,,,,,
"136","0dc8619f-0539-4dcd-9bd4-dbc0303e40ca","QK4dCA","XZ552d",540,"f","2024-02-17 23:47:55","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"137","fa15bf43-05e8-41f4-baf0-fed6f1e4b0fb","TEQdU5","JCQ5QK",540,"f","2024-02-18 02:49:13","TRUE","FALSE","Eligible","NA",1,"scientific","yes","FALSE","en","NA","NA",,,,,,
"138","cb86ca76-de0a-4d45-9dfe-38a1808a523b","2cZFXY","SP4Sc2",570,"f","2024-02-18 04:09:04","TRUE","FALSE","Eligible","NA",-61,"private","no","FALSE","en ml","NA","NA",,,,,,
"139","1373c64a-3dfa-4479-b248-8f9666901ec9","347QKT","NJGYK7",540,"m","2024-02-18 15:42:24","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en","NA","NA",,,,,,
"140","8b4c9bb8-6ff6-4a3b-a504-69fb04f55955","M262TD","cV4AP6",690,"m","2024-02-18 15:48:08","TRUE","FALSE","Eligible","NA",0,"public","yes","FALSE","en","NA","NA",,,,,,
"141","98f91e2c-d22a-48da-aee5-9f5f72689178","PQQKMB","XFR6C6",480,"m","2024-02-18 20:00:34","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","NA","NA","NA",,,,,,
"142","39093f12-fc0e-4ecf-ab6f-dc103d7d1557","DXWBMF","MZZcAU",720,"f","2024-02-18 20:12:57","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en","NA","NA",,"n","did not do test trials",,,
"143","39311d84-d8a1-4cfc-8b1b-a4fc4d87a151","DXWBMF","MZZcAU",720,"f","2024-02-18 20:17:36","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"144","33939cca-6889-4720-b8bb-0feaebabf544","4BHP4H","ZKdNJN",540,"f","2024-02-19 01:35:47","TRUE","FALSE","Eligible","NA",1,"scientific","yes","FALSE","en","NA","NA",,,,,,
"145","6cd13357-c29e-495c-910a-14f4941c9e1f","57DBNH","PXSL5U",720,"m","2024-02-19 17:19:12","TRUE","FALSE","Eligible","I wonder if children may be failing to encode that their parents aren't watching if the child is sitting in their parents lab. Perhaps instructions for how this might be made clearer to kiddos or what would be ideal would be better for future studies",0,"public","yes","FALSE","en es","NA","NA",,,,,,
"146","0eff7368-7492-4624-81d6-3d3aa0ce92b6","JdWX6M","CUKA4P",600,"f","2024-02-19 20:27:42","TRUE","FALSE","Eligible","little fussy but we got through it.",0,"private","yes","FALSE","en","NA","NA",,,,,,
"147","45e084d8-d2b4-4ee2-a02a-3d7e1a739eda","NQGZPE","X7c57J",690,"f","2024-02-20 16:05:55","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"148","e0219e64-41aa-4138-9d2f-175724bf49a5","PN3QGT","XBDFDF",570,"m","2024-02-21 14:10:34","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en es","NA","No diagnosis of any disease, disability, or illness.",,,,,,
"149","f001e004-9416-43f8-8789-d7e04215002c","EP53FG","PFTK45",480,"f","2024-02-22 14:41:44","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en","NA","NA",,,,,,
"150","7b133cb4-10c2-4e9d-84ae-824fc23469c9","3S6RDV","3XGCB5",570,"f","2024-02-23 00:20:06","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en es","NA","NA",,,,,,
"151","12c48364-b9db-485d-82a9-9b9430a80c00","MXWPQJ","XJdL74",540,"f","2024-02-23 01:40:00","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en de es","NA","NA",,"n","did not do test trials",,,
"152","9754a7cd-2bc7-409f-af9c-24e63e3c8b88","MXWPQJ","XJdL74",540,"f","2024-02-23 01:42:19","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en de es","NA","NA",,,,,,
"153","18e9aa1c-38b1-46c2-a1fd-5bd7782859cb","dT2HdJ","ZFUD5T",450,"f","2024-02-23 15:16:54","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en yue","NA","NA",,,,,,
"154","25fe38ac-773c-4118-b609-ef6a577cae5d","XCDXP3","PPMXZZ",480,"m","2024-02-24 00:11:25","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en yue","NA","NA",,,,,,
"155","66f36ebf-05ab-4918-97a3-f3567f464001","JX5KQZ","Wc44UM",630,"f","2024-02-24 21:25:57","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"156","1dec1a69-91cb-4684-9fd4-aef5baa9f7b7","GJEFWd","3FCWT4",480,"m","2024-02-24 22:49:22","TRUE","FALSE","Eligible","good.",0,"private","yes","FALSE","en","NA","NA",,,,,,
"157","8001f4ef-c217-42fb-bcbc-abb18824697c","UMAXRJ","dKFE2V",630,"m","2024-02-25 13:36:46","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en ja","NA","Ian is 1/4 Japanese. His mother is biculturally half japanese, half american and raised in Japan, so we aspire to raise Ian as identifying Japanese as well.",,"n","did not do test trials",,,
"158","1c56092f-ebe8-4cdb-b274-4318ad9e959b","XBCBUC","c5cA3R",480,"f","2024-02-26 16:37:06","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en ur","NA","NA",,,,,,
"159","8742c9cd-a1f2-4786-adad-1f9f82afc147","WW3WWc","5FBGAQ",480,"m","2024-02-26 18:57:30","TRUE","TRUE","Eligible","NA",0,"NA","NA","FALSE","en cmn","NA","NA",,,,,,
"160","6efa607c-2c90-4e5a-b71e-5270d589b04b","Z6BdFU","DDRPSP",720,"f","2024-02-26 23:12:16","TRUE","FALSE","Eligible","She seemed really excited about the car and kept talking about it",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"161","e0cae6f9-904d-4179-ba8a-1a943d716a18","PZPSE5","QC5KML",600,"f","2024-02-28 16:46:38","TRUE","FALSE","Eligible","It went okay. She isn't quite verbal yet.",0,"scientific","yes","FALSE","en cmn","NA","NA",,,,,,
"162","fc4c47e6-00c3-4a52-ae62-777aeef5d0ba","XTZ5KW","E7MQWY",630,"m","2024-02-28 23:26:55","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en","NA","NA",,,,,,
"163","308ac056-8d90-4ba7-a6cc-b552af0781f5","FNK5KX","VNY5RF",660,"m","2024-02-28 23:27:05","TRUE","FALSE","Eligible","NA",0,"public","yes","FALSE","en","NA","NA",,,,,,
"164","26c0053c-88c7-4383-b460-522e4fee0289","HV7cNB","EEDKUR",660,"m","2024-02-29 19:46:40","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en","NA","NA",,,,,,
"165","39560e46-2337-4c8f-849e-861512e926c5","3cMR2R","S35WD7",720,"f","2024-02-29 22:51:02","TRUE","FALSE","Eligible","He kept thinking he was supposed to close his eyes and ears. He also was thrown off by the name ""Parent"". He didn't know what that meant.",0,"scientific","yes","FALSE","en","NA","He is on track developmentally with no pregnancy nor birth complications.",,,,,,
"166","13405dc6-df04-4374-8a5e-cf8a77a421ff","NMCNGX","NLSPNC",660,"m","2024-03-01 00:41:05","TRUE","FALSE","Eligible","I feel like with a 16 month old, the attention span was very short. Maybe giving parents the option to pause the study would have been helpful, and come back to it 10-15 min later.",153,"private","yes","FALSE","en es","NA","Home language also includes Hungarian (not listed as a language option)",,,,,,
"167","32fcdece-c7ca-4a85-8e7c-d509d280b263","W4SDPd","VcW6TD",540,"m","2024-03-01 14:56:08","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en fr","NA","NA",,,,,,
"168","d98827d5-705d-4470-8a67-be34b786cc0c","PDHPK4","6JANW3",690,"f","2024-03-02 15:48:18","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en","NA","NA",,,,,,
"169","20bd9d05-a24a-42fb-9d6f-bbbcbbde8da3","6G5MEW","MXU4CF",570,"m","2024-03-03 00:42:01","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en es","NA","NA",,,,,,
"170","d2e79449-3c84-4a54-ba1e-cf5cc3b15172","3LTU4Z","MQ2EFX",690,"f","2024-03-03 02:03:37","TRUE","FALSE","Eligible","NA",0,"private","yes","FALSE","en ro","NA","NA",,,,,,
"171","fc2adba1-4be7-4cc2-9196-e3d173e77201","ZWFDd3","DNAJV4",570,"m","2024-03-04 22:52:45","TRUE","FALSE","Eligible","Child was quiet and paused. Wanted me to move to the next video.",0,"public","yes","FALSE","en","NA","NA",,,,,,
"172","9df8dc98-99df-4db4-9927-5d40c48471dd","F55J5R","DECYWQ",720,"f","2024-03-05 14:22:15","TRUE","FALSE","Eligible","The curtain closing seemed to make her think that she didn't know what happened. Like she was answering she didn't know why the current closed. I have to wonder if the pictures had stayed on the screen if she would have told me what happened.",0,"private","yes","FALSE","en","NA","NA",,,,,,
"173","c63d4728-f1b1-4119-ba18-a94d111b14b1","LKVDPC","VH4JZW",720,"f","2024-03-05 22:58:57","TRUE","FALSE","Ineligible_TooOld","NA",0,"public","yes","FALSE","en","NA","NA",,"n","Ineligible – too old",,,
"174","28e6b5aa-ee2e-4931-978a-461306269094","KGRF3E","AFRVB6",450,"f","2024-03-06 19:33:52","TRUE","FALSE","Eligible","NA",0,"private","no","FALSE","en","NA","NA",,,,,,
"175","c5d8d34f-efe5-4dca-9007-6e8e2900573b","MNW2CE","W4UFWZ",600,"m","2024-03-07 01:07:51","FALSE","FALSE","Eligible","NA","NA","NA","NA","FALSE","en","NA","NA",,,,,,
"176","9b52198b-10c6-4c59-9b79-d3158c960b0c","Y5GVS4","RBBZVA",600,"f","2024-03-07 22:03:31","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
"177","d9752a9b-bac0-4bc7-ad57-b1b830e4b80b","AHVRHV","6JGRCE",510,"m","2024-03-10 20:15:33","TRUE","FALSE","Eligible","NA",0,"scientific","yes","FALSE","en","NA","NA",,,,,,
